address,balance_lamports,balance_sol,data_size
hNK3iteSzB6MRopYmoJ9qGN9PbiKpfvnLxUhDqc2Z16,459248640,0.45924864,65856
EEktMpYKRvqB5zhqhG7K1Gb4PXbHe5QXPCEouXDAqTkV,459248640,0.45924864,65856
3ZS2Rggh2YEAsTorfZuoy5HtM5gPS84c148WieofZFDG,459248640,0.45924864,65856
nDuacECYNBGzgSn7dzBdVaMMkt8MXSYnCJcv88C9E8o,459248640,0.45924864,65856
3LbfxSogzqNyy6Q9iWiDHGgwStq8cHvzJheweSHYSSBo,459248640,0.45924864,65856
6nrJraQdqUJXaRJbdWeNYUbRQzgkFNKvhwGz7XPR3CCH,459248640,0.45924864,65856
BnJvW2BcupbAPBY3G7FzGvQQjZiXzXaahHG5Nf2Di1oh,459248640,0.45924864,65856
14peSpW6WVqT1ANp1U5Z1H5XEsAoi2fYY6sdYPRoUcJ2,459248640,0.45924864,65856
6GZXSgSPFiZqdEov8CQB7Ardgxh2qQiqYp2xiQLGCLBZ,459248640,0.45924864,65856
3UWa2EUTMcsPRSofRqxxWwwwtPbHFxv1Urg4oMisXwFu,459248640,0.45924864,65856
D6KD6njLTZt6vMS6o6N2zjnQ4XX5ig2WuvmcbTYjshmB,459248640,0.45924864,65856
2j79dPXPe7FHxm1HjC3xBt84BKf2EhwgN21ZXy8X3Dwf,459248640,0.45924864,65856
9JjiupytK65QicPPifTUSfYTU8pxCvfXdsENirFChXbp,459248640,0.45924864,65856
DFFA91E6PHTaBaKMAvw6wkPFGH2yYBrUiqsAkbpmH5NS,459248640,0.45924864,65856
HLerpDby24euJBhWXoNiTDtWmj2GdV9jARXLjpmA1RSg,459248640,0.45924864,65856
CU27X1TPvoScU8mRS2qC5E9i3BMmMNXV3jtdvNJjPyPM,459248640,0.45924864,65856
DjCKLeywRL4qTqv4YyDfrved5vCtXQLZEns9mDy4FfeN,459248640,0.45924864,65856
FUgq8RcZ8mh9fnzdqwBXRJ3vGGcDPb9Qn6N6VyVSac2J,459248640,0.45924864,65856
HCXZpjzkUgXbbi7KnMys96ZNsDmLE2p4XyLLQZ7JNuvL,459248640,0.45924864,65856
92P3hS9Sg2k3Py7N6VaWkTBXYK9pF1xBDmQEdcTEueP2,459248640,0.45924864,65856
2zXsFMQhJabCM6XK13cc2J6v6SUVr7m4WLGjBVNFSfwq,459248640,0.45924864,65856
3oxEgBU1yRPtvErBKX2WsH4c7AcpKHQSxnJXDBVQ4KTJ,459248640,0.45924864,65856
HuEK8pBeSpx1CD7pC8je8kqWMSum6gYJDkfFWwzyryz3,459248640,0.45924864,65856
4YiFHrX2viTsfx2TWwV3J3kbSrfz2s6fypTD8Egnesne,459248640,0.45924864,65856
3pwACbLM8NiNyEajqwcms9MxV9yAPRGYsQ1hhV7Xy3Yt,459248640,0.45924864,65856
Cqr2Rc2m69URGwCjrKEVT1KfUeXMVbxGN3N5v3CzE5vy,459248640,0.45924864,65856
9eBEYX6LEng98zDQNetQEPresGeC9f7KqYb5gVxBN7gV,459248640,0.45924864,65856
3n3k9RhJHZEJmAvGBxk2Femtm1oAYTNrTCH9PWHHbZ8Q,459248640,0.45924864,65856
DuDFVUKaeMHkyn1e96ekZhbRaKs4poAQCMBDVi8a2u9U,459248640,0.45924864,65856
F54H2TKhaE2DpoXHooAmcpyeieh8gRD95RcYXPUtXWEj,459248640,0.45924864,65856
JD5WxWd3HdCo56ktrEWDTSy67RjuDoY7PZAySUZjMc7u,459248640,0.45924864,65856
3JK3K2d6hJoMf9BwvYmU4bsiggF9UTbKUDyKJvyaTQ3G,459248640,0.45924864,65856
4PYJDNFzhzhvPGjH4SXHGCtkyLEbmWeM7zcuWW7PiTFb,459248640,0.45924864,65856
AhQmYsRekMza6MHAUsEQzEm9aoMcXtGtdjtwXEuAqK4i,459248640,0.45924864,65856
7WbwjRrS9pBwWvVoQRLVT1vSDNBFqunN1DuzFVWvxWG7,459248640,0.45924864,65856
2KdsK3ZF7PQ3cbL8RW5xLATDNZKbi2s5TSb3vV5zzjfa,459248640,0.45924864,65856
54FQDbrCRZxZddToETPHTycvJH6nsPnWm7HLWpqHzVgH,459248640,0.45924864,65856
9xfn6ho5rVzbWPfujzyknDNXqwApfDfJQipfadxkoH2Q,459248640,0.45924864,65856
Ee75yUf7zb5ortYTbJ3Y5nV6T1EThVcJjEaYue4xBxzb,459248640,0.45924864,65856
7YetBCWUmPT2ELobxV1A9TBQX1gWX6WVFmvjBPaQG8fT,459248640,0.45924864,65856
FodeQ5GCyi2s7p9rWrnCnn6kjtixu9SzVZMDoc1NB548,459248640,0.45924864,65856
8vYgvBu4ynToG2ZwBf5W7gUDYybXxSVaEfDCXYK88L5F,459248640,0.45924864,65856
Fe1DzDjeAdbvmkhGPLkeuePC2wLfUvyw3B536965FoCw,459248640,0.45924864,65856
9n5DAB3n9KuEZhdRzakteatJLrtTNov7aZKwuveQxrHQ,459248640,0.45924864,65856
66diQ9uhfnFukqPBq2HKVKkUjt16Vhq34u6JLJrdmbHy,459248640,0.45924864,65856
DquU2QvYE6zY6L8PWbvdN17iu2PP7ZAkbtKoXpBXDepQ,459248640,0.45924864,65856
HNhsUoB8ZtjgYuaF6EwsAsCN3iZJCxYbRXzriqUgDVH7,459248640,0.45924864,65856
GgCX7wc59isswd9gYKZ233zzymxz4QfaiNwVfi1t4NM7,459248640,0.45924864,65856
3KKZJapjJX4SCg3ruAXbuwMAf9UBzxeQT9zd6F86Dc1J,459248640,0.45924864,65856
7VDTRrQhEmYJ3rK93w4hDUg3m7Mg9kh4SmiGq3gw28Yi,459248640,0.45924864,65856
4tMTWgTJuRKVZY24oRi2jcJ8xzvCa1k4wN235sx57WeH,459248640,0.45924864,65856
3GYtGBV7M7a9tPWK9Ci6CiHxtYDWNPEJ9dV5QzP5hDtd,459248640,0.45924864,65856
Dp8juQLb5XHJn2e5Td2WNDhrCEcttm965B1BmXzSjVry,459248640,0.45924864,65856
EyGJBm55K9NE2vH27eEUyXGgAn6XU5e8h1Bgvuak7esN,459248640,0.45924864,65856
CXAm3gLqruJWhuAvtVnM8JPG6dTB2u3TC9RPKHM3vBBf,459248640,0.45924864,65856
98NWQYytr1rhQCAC1NhyqDfKbsfQB4kPyyebJ5PRCBRs,459248640,0.45924864,65856
6AuUxruLKhJbA7c1rPMoBLo7RcbyyPa7bYiH4kyy97k3,459248640,0.45924864,65856
FhNLb92jAsZaaysvFXjm8ZSj5Qg9TrZqeTRDGYrfv1zD,459248640,0.45924864,65856
BWtCTHnGbBFhYqhYUWyDpxXRgRxDLozLfkUQreXqZRPk,459248640,0.45924864,65856
AsUgTcdtbQYwWmwcNSwSyaJmS9ef8zAqmKbLoEuJw3wX,459248640,0.45924864,65856
C7RfoKEWZanUzwiJfeqaPYUVSve6yCsg7StygmSdvTAS,459248640,0.45924864,65856
88Nf1rDFwMyufV6rrq3wgd8up2LfKLeFo8azJ8W6AmxL,459248640,0.45924864,65856
9NXq465eD7Ad7V7LGoBkwDrtX8WUzHcvkEd6LPo78wgM,459248640,0.45924864,65856
GCsnStcgEAYLb3K2unSvhYoW3sERzanBVba4ziXdZTXJ,459248640,0.45924864,65856
